DataTypeVer2.0,Time,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,DigitalData,DigitalData,DigitalData,DigitalData,Time,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate
NumberOfData,,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000
PreTriggerData,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
SamplingTime[ms],,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
DataLabel,,Fx12(FP1),Fx34(FP1),Fy14(FP1),Fy23(FP1),Fz1(FP1),Fz2(FP1),Fz3(FP1),Fz4(FP1),Fx12(FP2),Fx34(FP2),Fy14(FP2),Fy23(FP2),Fz1(FP2),Fz2(FP2),Fz3(FP2),Fz4(FP2),ch17,01,02,03,04,,FX[1],FY[1],FZ[1],AX[1],AY[1],TZ[1],FX[2],FY[2],FZ[2],AX[2],AY[2],TZ[2]
DataUnit,sec,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V,-,-,-,-,sec,N,N,N,cm,cm,Nm,N,N,N,cm,cm,Nm
,0,8.9575e-2,-0.54421,0.41736,-0.92267,-0.52574,5.2658e-2,-0.24908,0.32932,-5.38797,33.0913,-11.0474,42.7176,12.4679,136.184,224.856,66.4721,-4.5279e-2,0.0,0.0,0.0,0.0,0,-0.45464,-0.50531,-0.39285,0,0,5.9581e-2,27.7033,31.6702,439.981,-8.28586,-7.16219,1.88404
,0.001,0.38534,-0.33295,0.79793,-0.49981,0.39368,0.47058,0.25242,-0.50652,-5.26595,33.0913,-11.0072,42.4763,12.3829,135.249,223.921,66.5571,-4.4957e-2,0.0,0.0,0.0,0.0,0.001,5.2392e-2,0.29811,0.61016,-29.2997,61.1218,0.14049,27.8253,31.4691,438.111,-8.27262,-7.1962,1.85439
,0.002,0.5121,-0.33295,0.5865,-0.88039,-0.86008,-0.53243,-0.1655,-0.17218,-5.59134,33.0099,-11.0072,42.2752,12.3829,134.739,223.411,66.5571,-4.4957e-2,0.0,0.0,0.0,0.0,0.002,0.17915,-0.29388,-1.73018,0,0,0.01228,27.4186,31.2681,437.091,-8.25518,-7.20867,1.93109
,0.003,8.9575e-2,-0.2907,0.79793,-0.45753,0.64443,0.80491,0.75392,0.9144,-5.3473,32.8472,-10.8865,42.0741,12.2979,133.974,222.731,66.5571,-4.5601e-2,0.0,0.0,0.0,0.0,0.003,-0.20112,0.3404,3.11767,0.39995,-3.13538,0.1355,27.4999,31.1876,435.561,-8.24846,-7.24006,1.86512
,0.004,0.46985,4.7322e-2,0.92479,-0.5421,-0.19141,0.21983,-0.58341,-0.50652,-5.18461,32.9286,-10.8865,41.9133,12.4679,133.889,222.476,66.6421,-4.5601e-2,0.0,0.0,0.0,0.0,0.004,0.51717,0.38268,-1.06152,0,0,0.16016,27.744,31.0268,435.476,-8.23895,-7.22629,1.83808
,0.005,-7.9434e-2,-0.54421,0.45964,-0.8381,-0.35857,5.2658e-2,1.671e-3,-5.016e-3,-5.55067,32.6845,-10.8463,41.8731,12.7229,133.464,221.626,66.4721,-4.4313e-2,0.0,0.0,0.0,0.0,0.005,-0.62364,-0.37846,-0.30926,0,0,0.10985,27.1339,31.0268,434.286,-8.21074,-7.20695,1.91272
,0.006,0.21633,-0.45971,0.54421,-0.92267,-0.35857,-3.0926e-2,-8.1913e-2,-0.33935,-5.14393,32.9286,-10.7257,41.6318,12.4679,132.784,221.116,67.0671,-4.4635e-2,0.0,0.0,0.0,0.0,0.006,-0.24337,-0.37846,-0.81076,0,0,7.1433e-2,27.7847,30.9061,433.436,-8.1986,-7.26553,1.84678
,0.007,0.21633,-0.45971,0.2905,-1.1341,-0.44216,-0.28168,-0.667,-0.50652,-5.22528,32.7659,-10.7659,41.31,12.7229,132.784,220.522,66.5571,-4.4313e-2,0.0,0.0,0.0,0.0,0.007,-0.24337,-0.8436,-1.89735,0,0,6.2553e-2,27.5406,30.5442,432.586,-8.19997,-7.20906,1.86832
,0.008,5.071e-3,-0.24844,0.71336,-0.41524,-0.10782,0.80491,1.671e-3,7.8568e-2,-5.22528,32.8879,-10.4844,41.4709,12.9779,132.529,219.757,66.5571,-4.4313e-2,0.0,0.0,0.0,0.0,0.008,-0.24337,0.29811,0.77733,-20.6396,25.3966,0.148,27.6626,30.9866,431.821,-8.18172,-7.19604,1.93263
,0.009,0.21633,-0.16394,1.05164,-0.41524,-0.19141,0.38699,-0.24908,-5.016e-3,-5.3473,32.5625,-10.5648,41.109,12.8079,131.765,219.332,67.1521,-4.3346e-2,0.0,0.0,0.0,0.0,0.009,5.2392e-2,0.6364,-5.8511e-2,0,0,0.17495,27.2152,30.5442,431.056,-8.14153,-7.25043,1.89466
,0.01,5.071e-3,-0.50196,0.45964,-0.8381,-0.44216,-0.28168,-0.41625,7.8568e-2,-5.30663,32.6439,-10.4844,41.109,12.8929,131.34,218.567,67.1521,-4.2702e-2,0.0,0.0,0.0,0.0,0.01,-0.49689,-0.37846,-1.06152,0,0,9.5066e-2,27.3372,30.6246,429.951,-8.12954,-7.25105,1.90631
,0.011,0.38534,-0.50196,0.50193,-0.96496,-0.27499,0.38699,-0.41625,0.16215,-5.3473,32.5625,-10.4844,40.8274,13.0629,130.915,218.057,66.9821,-4.2702e-2,0.0,0.0,0.0,0.0,0.011,-0.11662,-0.46303,-0.14209,0,0,-2.509e-3,27.2152,30.3431,429.016,-8.11843,-7.24087,1.91731
,0.012,0.13183,-0.24844,0.41736,-0.62667,-0.35857,5.2658e-2,0.25242,-0.17218,-5.02191,32.6032,-10.3235,40.7872,12.8929,130.235,217.122,66.8121,-4.2702e-2,0.0,0.0,0.0,0.0,0.012,-0.11662,-0.20931,-0.22568,0,0,8.6151e-2,27.5813,30.4637,427.061,-8.12782,-7.26473,1.86407
,0.013,0.21633,-0.54421,0.62879,-0.75353,0.39368,0.80491,0.50317,0.49649,-5.26595,32.1965,-10.4441,40.5459,12.8929,129.895,216.187,67.1521,-4.3346e-2,0.0,0.0,0.0,0.0,0.013,-0.32788,-0.12474,2.19825,-3.06765,3.51915,8.731e-3,26.9305,30.1018,426.126,-8.08583,-7.26072,1.85231
,0.014,0.21633,-0.41745,0.71336,-0.75353,-0.27499,0.55416,-0.1655,-0.50652,-5.02191,32.3998,-10.042,40.4655,13.1479,129.555,215.847,67.0671,-4.3024e-2,0.0,0.0,0.0,0.0,0.014,-0.20112,-4.0171e-2,-0.39285,0,0,8.6221e-2,27.3779,30.4235,425.616,-8.08143,-7.26055,1.89432
,0.015,0.25858,-0.67097,0.33279,-0.79581,-0.44216,-0.36526,-0.58341,7.8568e-2,-5.14393,32.1558,-10.0822,40.4253,13.7429,129.555,215.422,67.1521,-4.3668e-2,0.0,0.0,0.0,0.0,0.015,-0.41238,-0.46303,-1.31227,0,0,-8.8337e-2,27.0119,30.3431,425.871,-8.03738,-7.21052,1.89014
,0.016,-3.7182e-2,-0.24844,0.5865,-0.71124,-0.35857,0.21983,1.671e-3,-0.25577,-5.42865,32.0744,-10.0018,40.2644,13.5729,128.79,214.827,67.5771,-4.2702e-2,0.0,0.0,0.0,0.0,0.016,-0.28563,-0.12474,-0.39285,0,0,0.19858,26.6458,30.2627,424.766,-8.00456,-7.26351,1.95565
,0.017,0.25858,-0.20619,0.92479,-0.62667,-0.44216,-0.28168,0.50317,-0.50652,-5.22528,32.0744,-10.042,39.9025,13.6579,128.365,213.807,67.2371,-4.3346e-2,0.0,0.0,0.0,0.0,0.017,5.2393e-2,0.29811,-0.72718,0,0,0.16313,26.8492,29.8605,423.067,-8.00749,-7.23554,1.91501
,0.018,0.63885,0.00507,0.92479,-0.41524,-0.10782,0.38699,-0.1655,-0.0886,-5.14393,32.1965,-9.68003,39.9025,13.9978,128.025,213.467,67.4071,-0.04399,0.0,0.0,0.0,0.0,0.018,0.64392,0.50954,2.5073e-2,-509.267,618.408,6.63659,27.0525,30.2224,422.897,-7.98147,-7.23846,1.97219
,0.019,-0.16394,-0.3752,0.54421,-0.20382,0.14293,0.63774,0.67034,0.4129,-5.42865,32.1151,-9.68003,39.621,13.7429,127.77,213.467,68.002,-4.3668e-2,0.0,0.0,0.0,0.0,0.019,-0.53914,0.3404,1.86391,-6.682,-6.81389,0.14263,26.6865,29.9409,422.982,-7.95485,-7.28299,2.03082
,0.02,0.13183,-0.2907,0.62879,-0.45753,0.14293,0.47058,-8.1913e-2,0.24573,-5.10326,32.0338,-9.92133,39.4199,13.9128,127.005,212.192,67.4071,-4.4635e-2,0.0,0.0,0.0,0.0,0.02,-0.15887,0.17126,0.77733,1.26711,18.8815,4.8076e-2,26.9305,29.4986,420.517,-7.96085,-7.25516,1.90095
,0.021,5.071e-3,-3.7182e-2,0.54421,-0.92267,-0.52574,0.13624,1.671e-3,7.8568e-2,-5.10326,31.8711,-9.76046,39.2188,14.0828,126.75,211.767,67.747,-4.4635e-2,0.0,0.0,0.0,0.0,0.021,-3.2112e-2,-0.37846,-0.30926,0,0,0.29326,26.7678,29.4583,420.347,-7.92646,-7.25719,1.90977
,0.022,0.17408,-0.41745,0.75564,-0.62667,-0.02424,0.13624,-0.24908,-0.42293,-4.77788,32.1965,-9.43873,39.3394,14.5078,126.325,211.172,67.917,-4.4957e-2,0.0,0.0,0.0,0.0,0.022,-0.24337,0.12897,-0.56001,0,0,0.08325,27.4186,29.9007,419.922,-7.9029,-7.2542,1.91551
,0.023,0.34309,-7.9435e-2,0.45964,-0.2461,0.64443,1.05566,0.75392,0.58007,-4.69653,32.3998,-9.27787,39.1384,14.6778,125.815,210.067,67.747,-4.4957e-2,0.0,0.0,0.0,0.0,0.023,0.26365,0.21354,3.03408,-4.58836,3.78679,2.0105e-2,27.7033,29.8605,418.307,-7.89348,-7.2366,1.96158
,0.024,0.42759,-0.20619,0.92479,-0.41524,0.72801,0.80491,0.33601,-5.016e-3,-4.7372,32.1558,-9.3583,38.9775,15.0178,125.56,209.812,68.002,-4.4635e-2,0.0,0.0,0.0,0.0,0.024,0.2214,0.50954,1.86391,-5.445,20.8746,0.13354,27.4186,29.6192,418.392,-7.85379,-7.22565,1.92336
,0.025,0.25858,-0.16394,0.33279,-0.62667,-0.35857,5.2658e-2,0.33601,0.4129,-4.81855,32.2371,-9.19744,38.696,14.7628,124.795,208.962,68.257,-4.4635e-2,0.0,0.0,0.0,0.0,0.025,9.4645e-2,-0.29388,0.44299,-17.1738,-79.2269,-7.1852e-2,27.4186,29.4986,416.777,-7.83772,-7.27131,1.98225
,0.026,0.38534,-0.3752,0.20593,-0.71124,-0.77649,-0.53243,-0.83417,-5.016e-3,-4.61518,32.2778,-9.15722,38.4145,14.6778,124.115,208.367,68.342,-4.4635e-2,0.0,0.0,0.0,0.0,0.026,0.01014,-0.50531,-2.1481,0,0,-7.3583e-2,27.6626,29.2573,415.502,-7.83047,-7.30044,1.94148
,0.027,0.30084,-0.58646,0.5865,-0.75353,-1.02724,-0.61601,-0.75058,-0.25577,-4.57451,32.1558,-8.95614,38.6558,15.0178,123.945,208.027,68.597,-4.3346e-2,0.0,0.0,0.0,0.0,0.027,-0.28563,-0.16703,-2.6496,0,0,-2.9149e-2,27.5813,29.6996,415.587,-7.79513,-7.29668,1.93524
,0.028,-0.20619,-0.58646,0.37507,-1.04953,-0.02424,0.38699,0.16884,0.4129,-4.57451,32.1151,-9.07679,38.2134,14.9328,123.69,207.347,68.682,-4.3024e-2,0.0,0.0,0.0,0.0,0.028,-0.79265,-0.67445,0.94449,1.48642,-3.68766,0.20533,27.5406,29.1366,414.652,-7.78472,-7.28807,1.92413
,0.029,-0.12169,-0.45971,0.67107,-0.88039,-0.27499,-3.0926e-2,0.16884,0.16215,-4.37114,32.2371,-8.99636,38.0927,15.5278,123.435,207.177,68.852,-4.2702e-2,0.0,0.0,0.0,0.0,0.029,-0.58139,-0.20931,2.5073e-2,-66.2543,-837.329,4.93698,27.866,29.0964,414.992,-7.75131,-7.26481,1.9019
,0.03,5.071e-3,-0.12169,0.71336,-0.62667,-0.19141,5.2658e-2,-8.1913e-2,7.8568e-2,-4.57451,31.9931,-8.95614,37.8112,15.1028,122.67,206.072,68.682,-4.1735e-2,0.0,0.0,0.0,0.0,0.03,-0.11662,8.6686e-2,-0.14209,0,0,0.23704,27.4186,28.8551,412.527,-7.75034,-7.29859,1.93663
,0.031,0.5121,0.25858,0.92479,-0.16153,-0.02424,1.13925,-0.1655,-0.25577,-4.53384,31.9931,-8.79527,37.8917,15.5278,122.415,205.477,68.852,-4.2058e-2,0.0,0.0,0.0,0.0,0.031,0.77068,0.76325,0.69374,-44.8396,70.6851,1.02639,27.4593,29.0964,412.272,-7.714,-7.27975,1.94849
,0.032,0.46985,-0.2907,0.71336,-7.6959e-2,0.56085,0.80491,0.25242,0.66365,-4.45249,32.1151,-8.63441,37.6906,15.7827,122.33,204.967,68.852,-4.2058e-2,0.0,0.0,0.0,0.0,0.032,0.17915,0.6364,2.28183,1.05168,5.16829,-9.7657e-2,27.6626,29.0562,411.932,-7.70025,-7.25182,1.98588
,0.033,5.071e-3,-0.24844,0.75564,-0.45753,0.64443,0.72133,0.16884,0.16215,-4.12711,32.3185,-8.31268,37.8917,16.2927,121.99,204.712,69.277,-4.2058e-2,0.0,0.0,0.0,0.0,0.033,-0.24337,0.29811,1.69675,-0.1452,20.2556,0.11717,28.1914,29.579,412.272,-7.66143,-7.25777,1.96471
,0.034,0.17408,-0.33295,0.37507,-0.88039,-0.27499,-0.19809,-0.41625,-0.25577,-4.12711,32.1558,-8.43333,37.4091,15.7827,121.14,203.777,68.852,-4.2058e-2,0.0,0.0,0.0,0.0,0.034,-0.15887,-0.50531,-1.1451,0,0,8.6186e-2,28.0287,28.9757,409.552,-7.68367,-7.29212,1.93801
,0.035,8.9575e-2,-0.3752,0.24822,-1.04953,0.14293,0.30341,0.41959,0.66365,-4.16778,32.1151,-8.23225,37.4091,15.6977,120.8,203.182,68.852,-4.2702e-2,0.0,0.0,0.0,0.0,0.035,-0.28563,-0.80131,1.52958,2.30528,-11.3257,0.16068,27.9473,29.1768,408.532,-7.67601,-7.30663,1.97723
,0.036,0.46985,-3.7182e-2,0.50193,-0.5421,0.14293,-0.11451,-0.1655,0.32932,-4.20845,32.0744,-8.1116,37.3286,16.0377,120.715,203.013,69.7019,-0.04238,0.0,0.0,0.0,0.0,0.036,0.43266,-4.0171e-2,0.19224,68.2209,-23.3567,-3.1865e-2,27.866,29.217,409.467,-7.61427,-7.31163,1.99096
,0.037,5.071e-3,-0.2907,0.5865,-0.41524,-0.02424,0.30341,-0.33266,-0.33935,-4.08643,32.0744,-8.15182,37.2884,16.3777,120.375,202.333,69.277,-4.3024e-2,0.0,0.0,0.0,0.0,0.037,-0.28563,0.17126,-0.39285,0,0,0.10685,27.988,29.1366,408.362,-7.61021,-7.27544,1.96045
,0.038,0.30084,-0.33295,0.71336,-0.71124,-0.02424,5.2658e-2,-0.49983,-0.33935,-4.24913,31.9524,-7.99095,37.0471,16.5477,119.78,201.653,69.362,-4.3346e-2,0.0,0.0,0.0,0.0,0.038,-3.2112e-2,2.114e-3,-0.81076,0,0,7.7341e-2,27.7033,29.0562,407.342,-7.57763,-7.28346,2.01975
,0.039,0.42759,-0.33295,0.75564,-0.49981,-0.44216,0.21983,-0.49983,-5.016e-3,-4.12711,31.8711,-7.95074,36.846,16.8027,119.78,201.228,69.362,-4.3346e-2,0.0,0.0,0.0,0.0,0.039,9.4645e-2,0.25583,-0.72718,0,0,-2.544e-3,27.744,28.8953,407.172,-7.56169,-7.24938,1.99773
,0.04,5.071e-3,-0.67097,0.20593,-0.92267,-0.10782,0.63774,-0.1655,0.58007,-4.08643,31.9931,-7.70944,36.8863,16.2077,118.675,200.463,69.4469,-4.3346e-2,0.0,0.0,0.0,0.0,0.04,-0.6659,-0.71674,0.94449,4.37116,8.97933,-0.02807,27.9067,29.1768,404.793,-7.56961,-7.34894,2.02215
,0.041,0.17408,-0.2907,0.71336,-0.58439,5.9344e-2,0.55416,-0.24908,0.24573,-4.20845,31.627,-7.95074,36.5243,16.4627,118.42,199.698,69.5319,-4.4313e-2,0.0,0.0,0.0,0.0,0.041,-0.11662,0.12897,0.61016,1.18493,34.0732,6.8591e-2,27.4186,28.5736,404.113,-7.53061,-7.31362,1.97657
,0.042,8.9575e-2,-0.58646,0.62879,-0.75353,0.31009,-0.28168,8.5255e-2,-0.25577,-4.04576,31.9524,-7.46814,36.7254,17.1427,118.59,199.528,69.9569,-4.3668e-2,0.0,0.0,0.0,0.0,0.042,-0.49689,-0.12474,-0.14209,0,0,5.3673e-2,27.9067,29.2573,405.218,-7.48868,-7.28017,2.05574
,0.043,-0.12169,-0.41745,0.41736,-0.71124,-0.27499,0.30341,-0.33266,0.24573,-4.08643,31.9118,-7.38771,36.3635,16.8027,117.74,198.508,69.4469,-4.3668e-2,0.0,0.0,0.0,0.0,0.043,-0.53914,-0.29388,-5.8511e-2,0,0,0.13349,27.8253,28.9757,402.498,-7.50697,-7.30589,2.09181
,0.044,-0.20619,-0.33295,0.41736,-0.62667,-0.02424,-0.28168,-0.41625,-0.50652,-4.00509,31.6677,-7.34749,36.4841,16.9727,117.485,198.678,70.2119,-0.04399,0.0,0.0,0.0,0.0,0.044,-0.53914,-0.20931,-1.22868,0,0,0.17488,27.6626,29.1366,403.348,-7.45702,-7.34482,2.01572
,0.045,-0.20619,-0.3752,0.54421,-0.45753,0.97876,0.80491,0.83751,7.8568e-2,-3.92374,31.6677,-7.42793,36.0819,17.3127,117.485,198.083,70.2119,-4.3024e-2,0.0,0.0,0.0,0.0,0.045,-0.58139,8.6686e-2,2.69975,-3.21593,11.0486,8.9765e-2,27.744,28.654,403.093,-7.4358,-7.29183,2.00472
,0.046,-3.7182e-2,-0.41745,0.79793,-0.5421,0.56085,0.63774,-0.1655,0.16215,-4.00509,31.5457,-7.34749,36.0417,16.9727,116.38,197.148,69.9569,-4.2702e-2,0.0,0.0,0.0,0.0,0.046,-0.45464,0.25583,1.19524,6.76388,33.8689,-2.2973e-2,27.5406,28.6942,400.458,-7.43665,-7.35348,2.01215
,0.047,4.7323e-2,-0.62871,0.50193,-0.96496,-0.19141,0.21983,0.16884,-0.17218,-3.72037,31.8304,-7.30728,35.8004,17.0577,116.125,196.638,70.2119,-4.2058e-2,0.0,0.0,0.0,0.0,0.047,-0.58139,-0.46303,2.5073e-2,-486.296,158.837,-3.10372,28.11,28.4931,400.033,-7.42479,-7.35232,1.98605
,0.048,5.071e-3,-0.58646,0.50193,-0.66896,-0.02424,0.21983,-0.33266,0.16215,-4.00509,31.6677,-6.98555,35.9211,17.6526,116.04,196.043,70.2969,-4.1091e-2,0.0,0.0,0.0,0.0,0.048,-0.58139,-0.16703,2.5073e-2,353.788,552.355,-2.58158,27.6626,28.9355,400.033,-7.37348,-7.31172,2.09671
,0.049,-0.16394,-0.83998,-0.17464,-0.5421,-0.19141,0.38699,1.671e-3,0.4129,-3.84239,31.6677,-6.94533,35.8004,17.4826,115.615,195.873,70.9769,-4.0769e-2,0.0,0.0,0.0,0.0,0.049,-1.00391,-0.71674,0.61016,4.44759,-5.27863,-7.4576e-2,27.8253,28.8551,399.948,-7.34572,-7.36664,2.04235
,0.05,0.25858,-0.62871,0.33279,-1.00724,-0.52574,-0.53243,-0.667,-0.75727,-3.92374,31.505,-6.90512,35.6396,17.5676,115.36,195.023,70.6369,-4.0125e-2,0.0,0.0,0.0,0.0,0.05,-0.37013,-0.67445,-2.48244,0,0,-2.9149e-2,27.5813,28.7344,398.588,-7.33944,-7.33775,2.06549
,0.051,0.21633,-0.33295,0.67107,-0.62667,0.56085,0.38699,0.41959,0.16215,-3.80172,31.7897,-6.70403,35.4385,17.8226,114.85,194.598,70.8069,-4.0447e-2,0.0,0.0,0.0,0.0,0.051,-0.11662,0.0444,1.52958,-0.67487,8.19711,7.1018e-2,27.988,28.7344,398.078,-7.31745,-7.34715,2.1075
,0.052,0.17408,-0.2907,0.50193,-0.62667,-0.19141,0.21983,0.16884,-0.17218,-3.63903,31.7491,-6.82468,35.2374,17.7376,114.595,194.343,70.9769,-4.0125e-2,0.0,0.0,0.0,0.0,0.052,-0.11662,-0.12474,2.5073e-2,-601.227,75.1856,-0.76333,28.11,28.4127,397.653,-7.3102,-7.36022,2.03823
,0.053,-3.7182e-2,-0.33295,0.5865,-0.45753,0.14293,0.63774,1.671e-3,-5.016e-3,-3.63903,31.9524,-6.42252,35.3983,18.2476,114.001,193.493,70.2969,-4.0447e-2,0.0,0.0,0.0,0.0,0.053,-0.37013,0.12897,0.77733,-10.5963,34.2726,2.541e-3,28.3134,28.9757,396.038,-7.3062,-7.33063,2.14127
,0.054,0.21633,-0.41745,0.50193,-0.71124,-0.19141,-0.36526,-1.00133,-0.5901,-3.55768,31.6677,-6.66382,35.1168,18.4176,114.171,193.408,70.8069,-4.0447e-2,0.0,0.0,0.0,0.0,0.054,-0.20112,-0.20931,-2.1481,0,0,3.2941e-2,28.11,28.4529,396.803,-7.26931,-7.3084,2.04535
,0.055,-7.9434e-2,-0.54421,0.62879,-0.79581,-0.69291,-0.36526,-0.41625,-0.92444,-3.27297,31.9118,-6.30187,35.157,18.5876,113.831,192.983,71.1469,-4.0447e-2,0.0,0.0,0.0,0.0,0.055,-0.62364,-0.16703,-2.39885,0,0,0.13649,28.6388,28.8551,396.548,-7.24794,-7.32692,2.05494
,0.056,-3.7182e-2,-0.20619,0.71336,-0.41524,0.64443,0.38699,0.33601,0.49649,-3.27297,31.8711,-6.30187,34.8352,18.1626,113.151,191.963,71.0619,-4.1413e-2,0.0,0.0,0.0,0.0,0.056,-0.24337,0.29811,1.86391,5.51805,2.74382,0.15472,28.5981,28.5334,394.338,-7.25137,-7.36031,2.05651
,0.057,-3.7182e-2,-0.45971,0.5865,-0.75353,-0.35857,0.55416,0.41959,-0.0886,-3.11028,31.9524,-6.34209,34.7548,18.6726,113.491,192.558,71.7418,-4.1413e-2,0.0,0.0,0.0,0.0,0.057,-0.49689,-0.16703,0.52657,-50.8165,-7.03336,8.3593e-2,28.8422,28.4127,396.463,-7.21058,-7.33944,2.01278
,0.058,0.25858,-0.33295,0.45964,-0.58439,0.14293,0.13624,0.33601,0.24573,-3.0696,31.9524,-5.98014,34.7548,18.5876,112.216,190.943,71.1469,-4.1735e-2,0.0,0.0,0.0,0.0,0.058,-7.4364e-2,-0.12474,0.86091,-1.50332,-11.4026,1.8814e-2,28.8828,28.7747,392.893,-7.20957,-7.37152,2.06164
,0.059,0.34309,0.00507,0.8825,-0.71124,0.14293,-3.0926e-2,-0.58341,-0.17218,-3.27297,31.8304,-6.22144,34.5537,18.8426,112.216,191.028,71.6568,-4.1413e-2,0.0,0.0,0.0,0.0,0.059,0.34816,0.17126,-0.6436,0,0,0.21638,28.5574,28.3323,393.743,-7.16552,-7.36231,2.05532
,0.06,-0.4597,-0.96673,0.41736,-1.09181,-0.19141,0.38699,0.33601,0.74724,-3.27297,31.8304,-5.89971,34.3929,19.0126,112.046,190.433,71.7418,-0.04238,0.0,0.0,0.0,0.0,0.06,-1.42644,-0.67445,1.27883,4.17052,-21.0243,0.46749,28.5574,28.4931,393.233,-7.14368,-7.34977,2.12212
,0.061,-0.12169,-0.45971,0.54421,-0.62667,0.31009,0.47058,0.75392,0.4129,-3.2323,31.6677,-6.18122,34.1516,19.0126,111.621,189.668,71.2318,-0.04238,0.0,0.0,0.0,0.0,0.061,-0.58139,-8.2457e-2,1.9475,-3.55684,-6.6774,0.16347,28.4354,27.9703,391.533,-7.15093,-7.32571,2.05711
,0.062,4.7323e-2,-0.45971,0.20593,-0.71124,-0.27499,-0.36526,1.671e-3,0.24573,-3.0696,31.9524,-5.81928,34.0711,18.8426,111.281,189.583,71.5718,-4.2058e-2,0.0,0.0,0.0,0.0,0.062,-0.41238,-0.50531,-0.39285,0,0,1.5146e-2,28.8828,28.2519,391.278,-7.14809,-7.37635,2.10653
,0.063,4.7323e-2,-0.2907,0.20593,-0.92267,-0.10782,-0.44884,0.16884,-0.0886,-3.27297,31.5864,-5.85949,34.0309,18.8426,111.196,189.328,71.9968,-4.2058e-2,0.0,0.0,0.0,0.0,0.063,-0.24337,-0.71674,-0.47643,0,0,0.1187,28.3134,28.1714,391.363,-7.10941,-7.38584,2.09666
,0.064,0.30084,-0.20619,0.79793,-0.37296,0.47726,0.38699,0.25242,-5.016e-3,-3.02893,31.6677,-5.81928,34.0711,19.7775,111.281,189.158,72.1668,-4.1735e-2,0.0,0.0,0.0,0.0,0.064,9.4645e-2,0.42497,1.11166,-3.68578,17.051,0.10023,28.6388,28.2519,392.383,-7.06233,-7.31659,2.05234
,0.065,5.071e-3,-0.58646,0.54421,-0.79581,0.31009,0.47058,8.5255e-2,7.8568e-2,-3.2323,31.4237,-5.89971,33.7896,19.3525,110.771,188.988,72.1668,-4.1413e-2,0.0,0.0,0.0,0.0,0.065,-0.58139,-0.2516,0.94449,9.9619e-2,24.5101,-0.06788,28.1914,27.8899,391.278,-7.06371,-7.36765,2.06149
,0.066,0.17408,-0.2907,0.5865,-0.75353,-0.52574,-3.0926e-2,-8.1913e-2,-0.25577,-3.15095,31.627,-5.57798,33.8701,19.9475,110.516,188.563,72.9317,-4.1091e-2,0.0,0.0,0.0,0.0,0.066,-0.11662,-0.16703,-0.89435,0,0,0.11873,28.4761,28.2921,391.958,-6.99583,-7.36451,2.10397
,0.067,0.17408,-0.33295,0.75564,-0.41524,0.47726,0.21983,0.41959,7.8568e-2,-3.0696,31.627,-5.65841,33.307,19.6075,110.091,187.628,72.2518,-4.1091e-2,0.0,0.0,0.0,0.0,0.067,-0.15887,0.3404,1.19524,-0.64447,4.05949,6.4171e-2,28.5574,27.6486,389.578,-7.03006,-7.35034,2.10812
,0.068,0.30084,-0.2907,1.05164,-0.71124,0.14293,0.88849,0.16884,0.16215,-3.02893,31.8304,-5.09539,33.7092,19.8625,109.751,187.373,72.3368,-3.9803e-2,0.0,0.0,0.0,0.0,0.068,0.01014,0.3404,1.36241,-11.6413,16.4448,0.20446,28.8015,28.6138,389.323,-7.01173,-7.37409,2.19779
,0.069,-3.7182e-2,-0.50196,0.45964,-0.8381,-0.19141,-0.11451,8.5255e-2,0.4129,-3.15095,31.627,-5.1356,33.6288,20.0325,109.751,187.373,72.6768,-3.9158e-2,0.0,0.0,0.0,0.0,0.069,-0.53914,-0.37846,0.19224,44.7795,-134.187,1.00278,28.4761,28.4931,389.833,-6.97902,-7.37026,2.19366
,0.07,0.30084,4.7322e-2,0.79793,-0.79581,-0.19141,0.30341,-0.49983,-0.17218,-2.94758,31.627,-5.17582,33.4277,20.1175,109.241,186.608,72.6768,-3.9481e-2,0.0,0.0,0.0,0.0,0.07,0.34816,2.114e-3,-0.56001,0,0,0.24596,28.6795,28.2519,388.643,-6.96331,-7.36949,2.13624
