DataTypeVer2.0,Time,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,RawData,DigitalData,DigitalData,DigitalData,DigitalData,Time,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate,ForcePlate
NumberOfData,,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000
PreTriggerData,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
SamplingTime[ms],,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
DataLabel,,Fx12(FP1),Fx34(FP1),Fy14(FP1),Fy23(FP1),Fz1(FP1),Fz2(FP1),Fz3(FP1),Fz4(FP1),Fx12(FP2),Fx34(FP2),Fy14(FP2),Fy23(FP2),Fz1(FP2),Fz2(FP2),Fz3(FP2),Fz4(FP2),ch17,01,02,03,04,,FX[1],FY[1],FZ[1],AX[1],AY[1],TZ[1],FX[2],FY[2],FZ[2],AX[2],AY[2],TZ[2]
DataUnit,sec,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,V,-,-,-,-,sec,N,N,N,cm,cm,Nm,N,N,N,cm,cm,Nm
,3.714,0.76561,-1.13574,1.43221,-1.89524,0.22651,-0.53243,0.33601,-0.33935,-0.75123,0.55275,-1.51615,1.05366,-0.7913,0.61706,-1.06074,0.60092,-9.9719e-2,1.00000,0.0,0.0,0.0,3.714,-0.37013,-0.46303,-0.30926,0,0,3.3291e-2,-0.19849,-0.46249,-0.63406,0,0,-4.7581e-2
,3.715,1.10363,-1.09349,1.4745,-1.76838,0.14293,-1.2011,8.5255e-2,-0.5901,-0.54787,0.79679,-1.07377,1.25474,-0.45132,0.87205,-0.89075,0.26093,-9.9719e-2,1.00000,0.0,0.0,0.0,3.715,0.01014,-0.29388,-1.56302,0,0,-8.7987e-2,0.24892,0.18097,-0.20909,0,0,-1.0491e-2
,3.716,1.65291,-0.96673,1.81278,-1.76838,0.31009,-0.6996,0.58676,-0.75727,-0.71056,0.71544,-1.23464,1.1341,-0.70631,0.61706,-1.06074,0.51592,-0.10101,1.00000,0.0,0.0,0.0,3.716,0.68618,0.0444,-0.56001,0,0,-0.16483,4.881e-3,-0.10054,-0.63406,0,0,9.52e-4
,3.717,1.06138,-1.60052,1.7705,-1.97981,0.89518,-0.36526,0.92109,0.32932,-0.66989,0.75611,-0.99334,1.21453,-0.70631,0.44707,-0.97574,0.68591,-0.10069,1.00000,0.0,0.0,0.0,3.717,-0.53914,-0.20931,1.78033,9.76487,-13.4354,-5.1224e-2,8.6227e-2,0.22119,-0.54907,0,0,2.0256e-2
,3.718,1.44165,-1.43151,2.0665,-2.27581,-0.02424,-1.28468,-8.1913e-2,-0.42293,-0.87325,0.59342,-1.03356,1.41561,-0.53632,0.27708,-1.31572,0.34593,-0.10165,1.00000,0.0,0.0,0.0,3.718,0.01014,-0.20931,-1.81377,0,0,-9.3721e-2,-0.27983,0.38205,-1.22903,0,0,-5.65e-4
,3.719,1.44165,-1.2625,1.7705,-2.40267,0.56085,-0.53243,0.83751,-0.25577,-0.62921,0.67477,-1.19442,1.25474,-0.62131,0.61706,-1.14573,0.34593,-0.10165,1.00000,0.0,0.0,0.0,3.719,0.17915,-0.63217,0.61016,-1.82044,-25.3161,-0.12695,4.5554e-2,6.0324e-2,-0.80405,0,0,-3.3103e-2
,3.72,1.77967,-1.22025,2.15107,-1.85295,1.06235,-0.6996,0.33601,-0.25577,-0.99527,0.83746,-1.07377,1.37539,-0.36633,0.95704,-0.80575,0.68591,-0.10197,1.00000,0.0,0.0,0.0,3.72,0.55942,0.29811,0.44299,47.6425,18.1486,-0.24963,-0.15781,0.30162,0.47087,7.43921,24.1593,1.2082e-2
,3.721,1.4839,-1.60052,2.0665,-2.57181,-0.02424,-0.6996,1.671e-3,-0.25577,-0.71056,0.75611,-1.23464,1.09388,-0.8763,0.19209,-1.7407,0.17594,-0.1023,1.00000,0.0,0.0,0.0,3.721,-0.11662,-0.50531,-0.97793,0,0,-0.1055,4.5554e-2,-0.14076,-2.24897,0,0,1.3913e-2
,3.722,1.44165,-1.2625,2.10878,-1.97981,0.97876,-0.86676,1.671e-3,-0.0886,-0.66989,0.75611,-1.1542,1.25474,-0.7913,0.61706,-0.97574,0.43093,-0.10165,1.00000,0.0,0.0,0.0,3.722,0.17915,0.12897,2.5073e-2,1425.85,245.804,-1.48642,8.6227e-2,0.10054,-0.71906,0,0,-3.874e-3
,3.723,1.4839,-1.64277,1.72821,-2.31809,5.9344e-2,-1.11751,0.41959,-0.0886,-0.91393,0.83746,-1.07377,1.37539,-0.36633,0.95704,-1.06074,0.43093,-0.10197,1.00000,0.0,0.0,0.0,3.723,-0.15887,-0.58988,-0.72718,0,0,-0.24461,-7.6466e-2,0.30162,-3.9099e-2,0,0,5.6378e-2
,3.724,1.31489,-1.05124,2.0665,-2.23352,0.31009,-1.2011,0.67034,-0.42293,-0.50719,0.79679,-1.03356,1.25474,-0.8763,0.61706,-1.23073,0.68591,-0.1023,1.00000,0.0,0.0,0.0,3.724,0.26365,-0.16703,-0.6436,0,0,7.4859e-2,0.28959,0.22119,-0.80405,0,0,-0.0138
,3.725,1.52615,-0.92448,1.93964,-2.06438,0.31009,-0.78318,0.67034,-0.50652,-0.62921,0.87813,-0.99334,1.45582,-0.70631,0.87205,-0.89075,0.43093,-0.10133,1.00000,0.0,0.0,0.0,3.725,0.60167,-0.12474,-0.30926,0,0,-1.6878e-2,0.24892,0.46249,-0.29408,0,0,0.00757
,3.726,1.01913,-1.64277,1.43221,-2.23352,-0.27499,-0.19809,1.17184,0.4129,-0.71056,0.67477,-1.35528,0.93301,-0.7913,0.61706,-0.89075,0.43093,-0.10101,1.00000,0.0,0.0,0.0,3.726,-0.62364,-0.80131,1.11166,-12.3113,-60.3205,0.11567,-3.5792e-2,-0.42227,-0.63406,0,0,0.00247
,3.727,1.31489,-1.2625,1.81278,-2.06438,0.56085,-1.2011,0.58676,-0.0886,-0.83258,0.59342,-1.19442,1.17431,-0.7913,1.04204,-1.06074,0.43093,-0.10101,1.00000,0.0,0.0,0.0,3.727,5.2392e-2,-0.2516,-0.14209,0,0,-8.7883e-2,-0.23916,-2.0108e-2,-0.37908,0,0,9.52e-4
,3.728,1.31489,-1.22025,1.64364,-2.14895,0.31009,-0.95035,0.58676,0.4129,-0.79191,0.79679,-1.11399,1.29496,-0.62131,0.53207,-1.06074,0.43093,-0.10069,1.00000,0.0,0.0,0.0,3.728,9.4645e-2,-0.50531,0.35941,61.8561,-150.982,7.8816e-2,4.881e-3,0.18097,-0.71906,0,0,2.8665e-2
,3.729,1.31489,-1.17799,1.64364,-1.76838,5.9344e-2,-0.53243,0.33601,-0.67369,-0.71056,0.67477,-1.19442,1.29496,-0.8763,0.53207,-1.23073,0.34593,-9.9719e-2,1.00000,0.0,0.0,0.0,3.729,0.1369,-0.12474,-0.81076,0,0,-0.15599,-3.5792e-2,0.10054,-1.22903,0,0,-0.02166
,3.73,1.10363,-1.05124,1.4745,-1.93752,-0.10782,-0.86676,0.16884,-0.84085,-1.03595,0.59342,-1.19442,1.21453,-0.36633,1.04204,-0.89075,0.60092,-0.10004,1.00000,0.0,0.0,0.0,3.73,5.2392e-2,-0.46303,-1.6466,0,0,-3.7679e-2,-0.44252,2.0108e-2,0.38588,13.3702,49.5544,-0.18518
,3.731,1.44165,-0.83998,1.85507,-1.30324,0.72801,5.2658e-2,0.83751,-0.17218,-0.62921,0.95948,-0.91291,1.29496,-0.70631,0.53207,-1.57071,5.949e-3,-0.10036,1.00000,0.0,0.0,0.0,3.731,0.60167,0.55183,1.44599,-7.43531,0.42586,-9.1732e-2,0.33027,0.38205,-1.739,0,0,5.2795e-2
,3.732,1.35714,-1.17799,1.7705,-1.81067,0.31009,-0.28168,0.41959,-0.17218,-0.50719,0.83746,-1.1542,1.09388,-0.9613,0.61706,-1.14573,0.26093,-9.9719e-2,1.00000,0.0,0.0,0.0,3.732,0.17915,-4.0171e-2,0.27582,-4.02704,-26.885,-0.18504,0.33027,-6.0325e-2,-1.22903,0,0,-8.39e-4
,3.733,1.44165,-0.96673,1.7705,-1.64153,0.14293,-0.86676,0.41959,-5.016e-3,-0.66989,0.75611,-1.19442,1.25474,-0.70631,0.87205,-0.72076,0.77091,-0.10004,1.00000,0.0,0.0,0.0,3.733,0.47492,0.12897,-0.30926,0,0,-0.12641,8.6227e-2,6.0324e-2,0.21589,-8.57338,8.08209,3.441e-3
,3.734,1.61066,-1.05124,1.72821,-1.7261,0.22651,-0.61601,0.41959,-0.84085,-0.75123,0.55275,-1.35528,1.09388,-1.04629,0.44707,-1.14573,0.51592,-0.10069,1.00000,0.0,0.0,0.0,3.734,0.55942,2.114e-3,-0.81076,0,0,-0.20626,-0.19849,-0.26141,-1.22903,0,0,-3.3103e-2
,3.735,1.73741,-1.05124,1.60135,-2.06438,0.31009,-1.03393,0.75392,-5.016e-3,-0.9546,0.59342,-1.03356,1.17431,-0.8763,0.95704,-1.06074,0.34593,-0.10101,1.00000,0.0,0.0,0.0,3.735,0.68618,-0.46303,2.5073e-2,320.37,-1941.38,-12.0441,-0.36118,0.14076,-0.63406,0,0,0.04466
,3.736,1.01913,-1.347,1.64364,-1.97981,0.39368,-1.03393,0.67034,-0.5901,-0.71056,0.71544,-1.03356,1.21453,-0.70631,0.78705,-0.80575,0.8559,-0.10165,1.00000,0.0,0.0,0.0,3.736,-0.32788,-0.33617,-0.56001,0,0,-6.7221e-2,4.881e-3,0.18097,0.13089,15.0782,-8.3213,-1.2263e-2
,3.737,1.4839,-1.17799,2.27792,-1.81067,0.72801,-0.11451,0.58676,-0.25577,-0.38517,0.79679,-0.91291,1.53626,-0.36633,0.87205,-0.89075,0.60092,-0.10133,1.00000,0.0,0.0,0.0,3.737,0.30591,0.46726,0.94449,-2.00811,7.40185,-4.1034e-2,0.41161,0.62335,0.21589,-3.84338,46.5596,0.1581
,3.738,1.52615,-1.2625,2.15107,-2.0221,0.72801,-0.61601,1.00468,-0.50652,-0.71056,0.67477,-1.23464,1.33518,-0.62131,0.61706,-1.31572,0.26093,-0.10165,1.00000,0.0,0.0,0.0,3.738,0.26365,0.12897,0.61016,-8.43256,-23.4612,-0.15065,-3.5792e-2,0.10054,-1.05904,0,0,-3.1312e-2
,3.739,1.35714,-1.81178,1.7705,-2.52952,0.14293,-0.86676,1.00468,-0.75727,-0.62921,0.75611,-0.91291,1.49604,-0.28133,0.70206,-1.57071,9.0945e-2,-0.10326,1.00000,0.0,0.0,0.0,3.739,-0.45464,-0.75903,-0.47643,0,0,-0.20612,0.1269,0.58313,-1.05904,0,0,-1.2008e-2
,3.74,1.69516,-1.43151,2.23564,-2.40267,0.89518,-0.61601,0.92109,-0.33935,-0.58854,0.87813,-1.03356,1.41561,-0.7913,0.36208,-1.40072,0.34593,-0.1023,1.00000,0.0,0.0,0.0,3.74,0.26365,-0.16703,0.86091,4.21774,-11.0981,-0.14251,0.28959,0.38205,-1.48402,0,0,-5.65e-4
,3.741,1.77967,-1.2625,2.57392,-1.93752,1.48027,0.38699,1.50618,0.16215,-0.75123,0.95948,-0.91291,1.33518,-0.62131,0.78705,-1.31572,0.26093,-0.10294,1.00000,0.0,0.0,0.0,3.741,0.51717,0.6364,3.53559,-2.39627,0.85329,-9.7691e-2,0.20825,0.42227,-0.88905,0,0,7.2373e-2
,3.742,1.4839,-1.38926,2.70078,-2.36038,1.14593,-0.86676,0.41959,-0.5901,-0.62921,0.63409,-1.11399,1.45582,-0.45132,0.70206,-0.97574,0.34593,-0.10294,1.00000,0.0,0.0,0.0,3.742,9.4644e-2,0.3404,0.10866,188.45,125.426,-0.46553,4.881e-3,0.34184,-0.37908,0,0,-5.5716e-2
,3.743,1.77967,-1.64277,2.40478,-2.78324,0.31009,-1.45185,0.92109,-0.84085,-0.62921,0.71544,-1.07377,1.25474,-0.70631,0.53207,-1.7407,-7.9046e-2,-0.10326,1.00000,0.0,0.0,0.0,3.743,0.1369,-0.37846,-1.06151,0,0,-0.10837,8.6227e-2,0.18097,-1.99399,0,0,-1.0491e-2
,3.744,2.03318,-1.47376,2.91221,-2.23352,0.56085,-0.53243,1.17184,-0.75727,-0.99527,0.4714,-1.43572,0.97323,-0.62131,0.78705,-0.80575,0.8559,-0.10262,1.00000,0.0,0.0,0.0,3.744,0.55942,0.67868,0.44299,-47.4524,-40.0082,-4.8588e-2,-0.52387,-0.46249,0.21589,36.8889,30.846,1.3274e-2
,3.745,1.90642,-1.76953,2.36249,-2.91009,0.39368,-1.03393,0.83751,-5.016e-3,-0.79191,0.83746,-0.99334,1.45582,-0.45132,0.87205,-1.06074,0.26093,-0.10197,1.00000,0.0,0.0,0.0,3.745,0.1369,-0.5476,0.19224,59.4987,-250.473,-0.19642,4.5554e-2,0.46249,-0.37908,0,0,3.1974e-2
,3.746,1.77967,-2.19205,2.32021,-2.86781,0.64443,-0.19809,1.17184,-0.42293,-0.71056,0.71544,-1.19442,1.25474,-0.62131,0.78705,-0.89075,0.34593,-0.10165,1.00000,0.0,0.0,0.0,3.746,-0.41238,-0.5476,1.19524,-11.0777,-6.01962,-0.33646,4.881e-3,6.0324e-2,-0.37908,0,0,-0.0087
,3.747,2.20219,-1.93854,2.78535,-2.91009,0.97876,-0.95035,0.58676,-0.5901,-0.75123,0.67477,-1.31507,1.1341,-0.62131,0.44707,-1.23073,0.60092,-0.10165,1.00000,0.0,0.0,0.0,3.747,0.26365,-0.12474,2.5073e-2,564.867,75.1859,0.64965,-7.6466e-2,-0.18097,-0.80405,0,0,-0.0087
,3.748,2.24444,-2.10754,2.53164,-2.86781,0.22651,-0.95035,1.33901,0.16215,-0.99527,0.55275,-1.3955,1.01345,-1.04629,0.87205,-0.80575,0.68591,-0.10133,1.00000,0.0,0.0,0.0,3.748,0.1369,-0.33617,0.77733,-1.09194,-97.5018,-0.52646,-0.44252,-0.38205,-0.29408,0,0,0.02053
,3.749,2.11769,-1.55827,3.29278,-2.61409,1.14593,-0.28168,0.83751,7.8568e-2,-0.87325,0.71544,-1.07377,1.41561,-0.19634,1.21203,-0.97574,0.68591,-0.10101,1.00000,0.0,0.0,0.0,3.749,0.55942,0.67868,1.78033,5.93914,-3.38228,-0.10537,-0.15781,0.34184,0.72586,6.23105,31.5451,-5.2069e-2
,3.75,2.07543,-1.98079,2.91221,-3.37523,-0.35857,-1.61902,0.41959,-0.67369,-0.91393,0.71544,-1.27485,1.09388,-1.04629,0.53207,-1.31572,5.949e-3,-0.10069,1.00000,0.0,0.0,0.0,3.75,9.4645e-2,-0.46303,-2.23169,0,0,-9.9315e-2,-0.19849,-0.18097,-1.824,0,0,4.1626e-2
,3.751,2.41345,-2.02304,3.12363,-3.29066,0.64443,-1.11751,0.41959,-0.75727,-0.75123,0.71544,-1.35528,0.97323,-1.04629,0.53207,-1.06074,0.43093,-0.10069,1.00000,0.0,0.0,0.0,3.751,0.39041,-0.16703,-0.81076,0,0,-0.20577,-3.5792e-2,-0.38205,-1.14404,0,0,1.3913e-2
,3.752,2.24444,-2.48782,3.12363,-3.58666,0.56085,-0.53243,1.08826,-0.33935,-0.83258,0.87813,-1.03356,1.33518,-0.7913,0.27708,-1.06074,0.77091,-0.10069,1.00000,0.0,0.0,0.0,3.752,-0.24337,-0.46303,0.77733,-7.09116,-28.7478,-0.21,4.5554e-2,0.30162,-0.80405,0,0,5.7895e-2
,3.753,2.3712,-1.85403,3.58878,-3.24838,1.14593,-0.28168,2.00768,-0.17218,-0.75123,0.75611,-1.11399,1.17431,-0.8763,0.36208,-0.97574,0.60092,-0.10101,1.00000,0.0,0.0,0.0,3.753,0.51717,0.3404,2.69975,-7.03909,-13.3731,-8.8229e-2,4.881e-3,6.0324e-2,-0.88905,0,0,2.6874e-2
,3.754,2.4557,-2.06529,3.46192,-3.54438,1.56385,-0.36526,1.75693,-0.25577,-0.75123,0.71544,-1.1542,1.09388,-0.70631,0.53207,-0.89075,0.60092,-0.10165,1.00000,0.0,0.0,0.0,3.754,0.39041,-8.2456e-2,2.69975,-1.54675,-3.73323,-0.12688,-3.5792e-2,-6.0325e-2,-0.46407,0,0,2.3565e-2
,3.755,2.58246,-2.36106,3.8002,-3.58666,1.14593,-0.78318,0.75392,-0.75727,-0.71056,0.83746,-1.11399,1.1341,-0.9613,0.19209,-1.48571,0.51592,-0.10165,1.00000,0.0,0.0,0.0,3.755,0.2214,0.21354,0.35941,20.5994,31.9678,-0.1522,0.1269,2.0108e-2,-1.739,0,0,3.9834e-2
,3.756,2.70922,-2.36106,3.67335,-3.50209,0.72801,-1.11751,1.75693,-0.75727,-0.91393,0.67477,-1.19442,1.17431,-1.13129,0.36208,-1.23073,0.51592,-0.10262,1.00000,0.0,0.0,0.0,3.756,0.34816,0.17126,0.61016,-26.5516,-81.4254,-0.50577,-0.23916,-2.0108e-2,-1.48402,0,0,3.3491e-2
,3.757,2.66696,-2.31881,3.92706,-3.7558,0.56085,-0.86676,0.67034,-0.67369,-0.79191,0.67477,-1.31507,1.21453,-0.8763,0.70206,-1.48571,0.43093,-0.10326,1.00000,0.0,0.0,0.0,3.757,0.34816,0.17126,-0.30926,0,0,-0.13162,-0.11714,-0.10054,-1.22903,0,0,-1.0217e-2
,3.758,2.87823,-2.44556,4.01163,-4.17866,0.8116,-1.36826,0.67034,-1.00802,-0.71056,0.79679,-1.11399,1.17431,-1.04629,0.61706,-0.97574,0.51592,-0.10326,1.00000,0.0,0.0,0.0,3.758,0.43266,-0.16703,-0.89435,0,0,-0.14337,8.6227e-2,6.0324e-2,-0.88905,0,0,2.6874e-2
,3.759,2.62471,-2.69908,3.8002,-4.17866,0.72801,-1.28468,1.08826,-0.42293,-0.62921,0.71544,-0.99334,1.37539,-0.36633,1.21203,-0.72076,1.11089,-0.10358,1.00000,0.0,0.0,0.0,3.759,-7.4365e-2,-0.37846,0.10866,101.168,-372.029,0.47177,8.6227e-2,0.38205,1.23583,1.80356,4.46678,-1.8356e-2
,3.76,3.04724,-2.40331,4.22306,-4.22094,0.72801,-1.45185,0.92109,-1.50952,-0.75123,0.83746,-0.95312,1.41561,-0.36633,0.87205,-1.14573,9.0945e-2,-0.10391,1.00000,0.0,0.0,0.0,3.76,0.64392,2.115e-3,-1.31227,0,0,-0.13445,8.6227e-2,0.46249,-0.54907,0,0,3.3491e-2
,3.761,2.96273,-2.53007,4.22306,-4.0518,1.64743,-0.95035,1.58976,-0.42293,-0.66989,0.83746,-1.19442,1.25474,-0.53632,0.70206,-1.23073,0.17594,-0.10391,1.00000,0.0,0.0,0.0,3.761,0.43266,0.17126,1.86391,5.15274,-9.39028,-0.23421,0.16757,6.0324e-2,-0.88905,0,0,0.00757
,3.762,2.3712,-2.99484,4.30763,-4.17866,1.06235,-1.11751,1.67334,-0.33935,-0.58854,0.95948,-1.27485,1.09388,-0.45132,0.78705,-0.97574,0.60092,-0.10423,1.00000,0.0,0.0,0.0,3.762,-0.62364,0.12897,1.27883,5.76863,-38.6449,0.13757,0.37094,-0.18097,-3.9099e-2,0,0,2.5356e-2
,3.763,3.00498,-2.91034,4.26534,-4.6438,1.14593,-1.61902,1.33901,-1.25877,-0.62921,0.83746,-1.11399,1.25474,-0.53632,0.61706,-0.80575,1.02589,-0.10391,1.00000,0.0,0.0,0.0,3.763,9.4645e-2,-0.37846,-0.39285,0,0,-0.19944,0.20825,0.14076,0.30088,20.545,-13.663,-4.8284e-2
,3.764,2.75147,-3.16385,4.26534,-4.43237,1.39668,-0.6996,1.33901,-0.92444,-0.71056,0.75611,-1.07377,1.41561,-0.28133,1.12703,-0.80575,0.51592,-0.10358,1.00000,0.0,0.0,0.0,3.764,-0.41238,-0.16703,1.11166,-0.85796,9.82634,-0.2858,4.5554e-2,0.34184,0.55587,-2.64191,35.0757,1.9619e-2
,3.765,3.00498,-2.91034,4.30763,-4.85523,0.56085,-1.95335,0.83751,-1.00802,-0.9546,0.51208,-1.27485,0.93301,-1.30128,0.61706,-1.23073,0.17594,-0.10391,1.00000,0.0,0.0,0.0,3.765,9.4645e-2,-0.5476,-1.56302,0,0,-0.14616,-0.44252,-0.34184,-1.739,0,0,2.8391e-2
,3.766,3.30075,-2.82583,4.9842,-4.72837,1.14593,-0.6996,1.33901,-1.17519,-0.79191,0.63409,-1.31507,1.21453,-0.62131,1.04204,-0.72076,0.9409,-0.10326,1.00000,0.0,0.0,0.0,3.766,0.47492,0.25583,0.61016,-27.8396,13.606,3.1174e-2,-0.15781,-0.10054,0.64086,2.28291,7.73465,-2.8262e-2
,3.767,2.75147,-3.54412,4.34992,-5.2358,0.8116,-1.53543,1.67334,-1.00802,-0.71056,0.83746,-1.03356,1.37539,-0.45132,0.70206,-1.14573,0.34593,-0.10294,1.00000,0.0,0.0,0.0,3.767,-0.79265,-0.88588,-5.8511e-2,0,0,-0.19046,0.1269,0.34184,-0.54907,0,0,0.02053
,3.768,3.63877,-2.91034,5.15334,-4.9398,1.06235,-1.2011,1.84051,-1.25877,-0.75123,0.71544,-1.07377,1.21453,-0.7913,0.78705,-1.23073,0.43093,-0.10358,1.00000,0.0,0.0,0.0,3.768,0.72843,0.21354,0.44299,-49.8178,-59.9135,-0.50267,-3.5792e-2,0.14076,-0.80405,0,0,1.8739e-2
,3.769,3.46976,-2.82583,5.19563,-5.02437,1.48027,-1.28468,1.58976,-0.67369,-0.75123,0.71544,-1.27485,1.01345,-0.70631,0.70206,-0.89075,0.60092,-0.10262,1.00000,0.0,0.0,0.0,3.769,0.64392,0.17126,1.11166,5.88236,-23.6394,-0.21955,-3.5792e-2,-0.26141,-0.29408,0,0,1.8739e-2
,3.77,3.04724,-3.45962,5.11106,-5.06666,1.39668,-1.45185,1.75693,-1.42594,-0.91393,0.75611,-1.31507,1.25474,-0.19634,1.12703,-0.55077,0.68591,-0.10262,1.00000,0.0,0.0,0.0,3.77,-0.41238,0.0444,0.27582,-16.1852,-49.9983,7.3292e-2,-0.15781,-6.0325e-2,1.06584,0.41572,15.4603,1.483e-3
,3.771,3.13174,-3.62863,4.85734,-5.32037,0.97876,-1.28468,1.9241,-0.67369,-0.71056,0.71544,-1.03356,1.25474,-0.62131,0.95704,-0.80575,0.51592,-0.1023,1.00000,0.0,0.0,0.0,3.771,-0.49689,-0.46303,0.94449,-4.17193,-54.6332,2.3339e-2,4.881e-3,0.22119,4.5896e-2,-68.1126,227.298,0.17236
,3.772,3.343,-3.41737,5.32248,-5.32037,1.22951,-1.11751,1.9241,-1.00802,-0.79191,0.59342,-1.35528,1.09388,-0.62131,0.53207,-1.40072,0.34593,-0.1023,1.00000,0.0,0.0,0.0,3.772,-7.4364e-2,2.114e-3,1.02808,-11.5028,-27.3868,-0.11052,-0.19849,-0.26141,-1.14404,0,0,-1.6834e-2
,3.773,3.38525,-3.88214,5.06877,-5.87008,1.22951,-1.61902,1.42259,-1.50952,-0.9546,0.55275,-1.23464,1.21453,-0.8763,0.70206,-1.06074,0.26093,-0.10197,1.00000,0.0,0.0,0.0,3.773,-0.49689,-0.80131,-0.47643,0,0,-0.24643,-0.40185,-2.0108e-2,-0.97405,0,0,0.00757
,3.774,3.55426,-3.58637,5.74534,-5.70094,1.39668,-0.86676,2.00768,-1.0916,-0.9546,0.59342,-1.27485,1.33518,-0.53632,0.95704,-1.06074,0.51592,-0.1023,1.00000,0.0,0.0,0.0,3.774,-3.2112e-2,0.0444,1.44599,-12.0011,-9.53719,-8.7113e-2,-0.36118,6.0324e-2,-0.12409,0,0,-3.599e-3
,3.775,3.30075,-3.88214,5.44934,-5.74323,1.3131,-1.28468,1.84051,-1.34235,-0.87325,0.63409,-1.31507,1.17431,-0.62131,0.87205,-1.06074,0.8559,-0.10326,1.00000,0.0,0.0,0.0,3.775,-0.58139,-0.29389,0.52657,-16.4881,-27.762,-5.0623e-2,-0.23916,-0.14076,4.5896e-2,159.652,227.352,-0.31627
,3.776,3.13174,-4.17791,5.19563,-6.1238,0.56085,-1.86977,1.25543,-1.42594,-0.71056,0.71544,-1.23464,1.1341,-0.70631,0.70206,-0.80575,0.77091,-0.10326,1.00000,0.0,0.0,0.0,3.776,-1.04617,-0.92817,-1.47943,0,0,-0.1813,4.881e-3,-0.10054,-3.9099e-2,0,0,9.52e-4
,3.777,3.30075,-3.83989,5.70305,-5.8278,0.97876,-1.03393,2.34201,-0.42293,-0.50719,0.91881,-0.99334,1.25474,-0.45132,0.70206,-1.06074,0.26093,-0.10391,1.00000,0.0,0.0,0.0,3.777,-0.53914,-0.12474,1.86391,-6.682,-36.6568,0.11155,0.41161,0.2614,-0.54907,0,0,0.01543
,3.778,3.72327,-3.71313,5.70305,-5.95465,1.14593,-2.12052,2.09126,-1.76027,-0.66989,0.75611,-1.11399,1.37539,-0.28133,1.21203,-0.80575,0.60092,-0.10358,1.00000,0.0,0.0,0.0,3.778,0.01014,-0.2516,-0.6436,0,0,-0.15462,8.6227e-2,0.2614,0.72586,-2.54992,27.9028,0.0172
,3.779,4.06129,-3.62863,6.33734,-6.25065,0.47726,-2.45485,0.92109,-2.34536,-0.71056,0.79679,-1.11399,1.25474,-0.62131,0.70206,-1.06074,0.26093,-0.10391,1.00000,0.0,0.0,0.0,3.779,0.43266,8.6685e-2,-3.40186,0,0,-4.7993e-2,8.6227e-2,0.14076,-0.71906,0,0,1.7222e-2
,3.78,4.18805,-3.54412,5.99905,-5.95465,1.64743,-1.53543,2.25843,-1.34235,-0.71056,0.71544,-1.19442,1.09388,-0.70631,0.61706,-1.14573,0.60092,-0.10455,1.00000,0.0,0.0,0.0,3.78,0.64392,0.0444,1.02808,-12.4199,-27.6418,-0.36846,4.881e-3,-0.10054,-0.63406,0,0,1.0604e-2
,3.781,3.97679,-3.83989,5.8722,-5.99694,1.73102,-1.36826,2.17485,-0.92444,-0.99527,0.4714,-1.31507,1.25474,-0.70631,0.95704,-0.63576,0.77091,-0.1052,1.00000,0.0,0.0,0.0,3.781,0.1369,-0.12474,1.61316,-0.52616,-18.7796,-0.26968,-0.52387,-6.0325e-2,0.38588,4.77914,7.4607,-5.1244e-2
,3.782,3.80778,-4.22016,5.82991,-6.20837,1.73102,-1.78618,2.4256,-1.42594,-0.66989,0.91881,-0.91291,1.25474,-1.04629,0.10709,-1.06074,0.17594,-0.10552,1.00000,0.0,0.0,0.0,3.782,-0.41238,-0.37846,0.94449,-4.72662,-36.6042,-0.14868,0.24892,0.34184,-1.824,0,0,5.7621e-2
,3.783,4.01904,-3.71313,6.46419,-6.16608,1.39668,-1.28468,1.50618,-1.17519,-0.58854,0.83746,-1.11399,1.21453,-0.70631,0.53207,-1.31572,0.26093,-0.10487,1.00000,0.0,0.0,0.0,3.783,0.30591,0.29811,0.44299,-4.28145,-21.4742,-0.10683,0.24892,0.10054,-1.22903,0,0,5.778e-3
,3.784,4.18805,-4.17791,6.46419,-6.50437,1.48027,-1.45185,2.00768,-1.84386,-0.71056,0.55275,-1.27485,1.21453,-0.62131,0.95704,-0.89075,0.60092,-0.10487,1.00000,0.0,0.0,0.0,3.784,1.0139e-2,-4.0171e-2,0.19224,-100.763,-23.3568,-0.24753,-0.15781,-6.0325e-2,4.5896e-2,9.65421,284.955,-0.48993
